locus_tag; genomes
ECB_00660; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01823; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01828; Ara+6_50K_11370_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01756; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00939; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_00931; Ara-3_50K_11364_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01719; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_04232; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_02637; Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02636; Ara+3_50K_11345_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_02633; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_02632; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02630; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02121; Ara+6_50K_11370_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02128; Ara-1_50K_11331_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02255; Ara-1_50K_11331_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03658; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02704; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03444; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02384; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02413; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_03277; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_03271; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_04002; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_04139; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00011; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_00010; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_02957; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00726; Ara-3_50K_11364_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_00723; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_00722; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00127; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01830; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_00834; Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01852; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01635; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_01631; Ara+6_50K_11370_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01747; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00909; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00906; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02136; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02138; Ara+4_50K_11348_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+4_50K_11349_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00623; Ara+6_50K_11370_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_02712; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02394; Ara+5_50K_11367_annotated.gd, Ara-2_50K_11335_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02395; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_02993; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02400; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02401; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02403; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02405; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_02406; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02409; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03280; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03282; Ara+6_50K_11370_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-5_50K_11339_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-5_50K_11340_annotated.gd
ECB_03286; Ara-3_50K_11364_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_04037; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_03046; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_03043; Ara+5_50K_11367_annotated.gd, Ara-2_50K_11335_annotated.gd, Ara+4_50K_11348_annotated.gd, Ara+4_50K_11349_annotated.gd, Ara+5_50K_11368_annotated.gd
ECB_03916; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_04100; Ara+6_50K_11370_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_00648; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_00447; Ara-1_50K_11331_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01194; Ara+6_50K_11370_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_00731; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_00733; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01177; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00918; Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02899; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02272; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02878; Ara+6_50K_11370_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02338; Ara-3_50K_11364_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_02479; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_01341; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_01347; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_03292; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_03293; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_02440; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_02687; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_00030; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_00036; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01865; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00968; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00103; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00367; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01183; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_01614; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00745; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01160; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01463; Ara-1_50K_11331_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_04227; Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03111; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_03113; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01717; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_03100; Ara-1_50K_11331_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03605; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03604; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_04059; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_04058; Ara+6_50K_11370_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_04054; Ara-3_50K_11364_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_02519; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02510; Ara-1_50K_11331_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02517; Ara+6_50K_11370_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_03955; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_03481; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_04276; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00597; Ara+6_50K_11370_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00110; Ara+5_50K_11367_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+5_50K_11368_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_00373; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00685; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_00689; Ara+4_50K_11348_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+4_50K_11349_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_00123; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_00201; Ara-6_50K_11390_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01400; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01153; Ara-3_50K_11364_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_00975; Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_01578; Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-5_50K_11340_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_01835; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02079; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-3_50K_11364_annotated.gd
ECB_02989; Ara-2_50K_11335_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_01295; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_01799; Ara+6_50K_11371_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_02215; Ara-2_50K_11335_annotated.gd, Ara-6_50K_11390_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_02181; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-3_50K_11365_annotated.gd
ECB_01663; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_03855; Ara+6_50K_11370_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02677; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_02852; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-5_50K_11339_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-5_50K_11340_annotated.gd
ECB_02459; Ara-6_50K_11390_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-6_50K_11389_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+6_50K_11370_annotated.gd
ECB_03104; Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02320; Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11330_annotated.gd, Ara-1_50K_11331_annotated.gd
ECB_03108; Ara-2_50K_11335_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd
ECB_02455; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02698; Ara+6_50K_11370_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_02692; Ara+6_50K_11370_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03589; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
ECB_03618; Ara-2_50K_11333_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd
